states,method,prior,escapement,harvest
0.6464646464646465,low,2.939614279204692e-10,0.5050505050505051,0.14141414141414144
0.6666666666666667,low,5.955915013790208e-11,0.5252525252525253,0.14141414141414144
0.686868686868687,low,1.1478135156701932e-11,0.5252525252525253,0.16161616161616163
0.7070707070707072,low,2.105988018219907e-12,0.5454545454545455,0.16161616161616163
0.7272727272727273,low,3.681991556616386e-13,0.5656565656565656,0.16161616161616163
0.7474747474747475,low,6.139277562225467e-14,0.5858585858585859,0.16161616161616163
0.7676767676767677,low,9.770351880706353e-15,0.5858585858585859,0.18181818181818182
0.787878787878788,low,1.4852479393514465e-15,0.6060606060606062,0.18181818181818182
0.8080808080808082,low,2.1582820116279776e-16,0.6262626262626263,0.18181818181818182
0.8282828282828284,low,3.0002027903384374e-17,0.6464646464646466,0.18181818181818182
0.8484848484848485,low,3.9923412381224705e-18,0.6464646464646464,0.20202020202020204
0.8686868686868687,low,5.088972714876104e-19,0.6666666666666667,0.20202020202020204
0.888888888888889,low,6.217828762399542e-20,0.6868686868686869,0.20202020202020204
0.9090909090909092,low,7.286597649674455e-21,0.7070707070707072,0.20202020202020204
0.9292929292929294,low,8.195027839177371e-22,0.7272727272727273,0.20202020202020204
0.9494949494949496,low,8.85053156615167e-23,0.7474747474747476,0.20202020202020204
0.9696969696969697,low,9.18389913430463e-24,0.7676767676767677,0.20202020202020204
0.98989898989899,low,9.161393094210488e-25,0.7878787878787878,0.20202020202020204
1.0101010101010102,low,8.790287702418392e-26,0.787878787878788,0.22222222222222224
1.0303030303030305,low,8.116622089510743e-27,0.8080808080808083,0.22222222222222224
1.0505050505050506,low,7.215975817424716e-28,0.8282828282828284,0.22222222222222224
1.0707070707070707,low,6.179777012421301e-29,0.8484848484848485,0.22222222222222224
1.090909090909091,low,5.100502251097945e-30,0.8686868686868688,0.22222222222222224
1.1111111111111112,low,4.058953645878846e-31,0.888888888888889,0.22222222222222224
1.1313131313131315,low,3.115798022408549e-32,0.9090909090909093,0.22222222222222224
1.1515151515151516,low,2.3081619974146696e-33,0.9090909090909092,0.24242424242424243
1.1717171717171717,low,1.6507742269785903e-34,0.9292929292929293,0.24242424242424243
1.191919191919192,low,1.1402791912196156e-35,0.9494949494949496,0.24242424242424243
1.2121212121212122,low,7.610441599758981e-37,0.9696969696969697,0.24242424242424243
1.2323232323232325,low,4.909668177120363e-38,0.9898989898989901,0.24242424242424243
1.2525252525252526,low,3.062683897311343e-39,1.0101010101010102,0.24242424242424243
1.272727272727273,low,1.8480762458734966e-40,1.0303030303030305,0.24242424242424243
1.292929292929293,low,1.0790986359964321e-41,1.0505050505050506,0.24242424242424243
1.3131313131313131,low,6.099270771344859e-43,1.0707070707070707,0.24242424242424243
1.3333333333333335,low,3.3382463409691757e-44,1.090909090909091,0.24242424242424243
1.3535353535353536,low,1.769811788718688e-45,1.1111111111111112,0.24242424242424243
1.373737373737374,low,9.091698598884348e-47,1.1313131313131315,0.24242424242424243
1.393939393939394,low,4.5269929946994516e-48,1.1515151515151516,0.24242424242424243
1.4141414141414144,low,2.1855249585849673e-49,1.171717171717172,0.24242424242424243
1.4343434343434345,low,1.0233259883658517e-50,1.191919191919192,0.24242424242424243
1.4545454545454546,low,4.648497307049113e-52,1.2121212121212122,0.24242424242424243
1.474747474747475,low,2.049163520773446e-53,1.2323232323232325,0.24242424242424243
1.494949494949495,low,8.76856164577141e-55,1.2525252525252526,0.24242424242424243
1.5151515151515154,low,3.6432362807070643e-56,1.272727272727273,0.24242424242424243
1.5353535353535355,low,1.470179796128468e-57,1.292929292929293,0.24242424242424243
1.5555555555555556,low,5.763576718838447e-59,1.3131313131313131,0.24242424242424243
1.575757575757576,low,2.195655492658753e-60,1.3333333333333335,0.24242424242424243
1.595959595959596,low,8.13011120099669e-62,1.3535353535353536,0.24242424242424243
1.6161616161616164,low,2.9268227276794035e-63,1.373737373737374,0.24242424242424243
1.6363636363636365,low,1.0246354563634768e-64,1.393939393939394,0.24242424242424243
1.6565656565656568,low,3.489142858914806e-66,1.4141414141414144,0.24242424242424243
1.676767676767677,low,1.1559685133543232e-67,1.4343434343434345,0.24242424242424243
1.696969696969697,low,3.7269261374771617e-69,1.4545454545454546,0.24242424242424243
1.7171717171717173,low,1.1695828507427806e-70,1.474747474747475,0.24242424242424243
1.7373737373737375,low,3.573409952115157e-72,1.494949494949495,0.24242424242424243
1.7575757575757578,low,1.0631656690040618e-73,1.5151515151515154,0.24242424242424243
1.777777777777778,low,3.0809052721220035e-75,1.5353535353535355,0.24242424242424243
1.7979797979797982,low,8.697743338939227e-77,1.575757575757576,0.22222222222222224
1.8181818181818183,low,2.3926311428920773e-78,1.595959595959596,0.22222222222222224
1.8383838383838385,low,6.414672534805255e-80,1.6161616161616161,0.22222222222222224
1.8585858585858588,low,1.6764479421777175e-81,1.6363636363636365,0.22222222222222224
1.878787878787879,low,4.2717753042881185e-83,1.6565656565656566,0.22222222222222224
1.8989898989898992,low,1.0614854584085426e-84,1.676767676767677,0.22222222222222224
1.9191919191919193,low,2.5727067147622726e-86,1.7171717171717173,0.20202020202020204
1.9393939393939394,low,6.083017549064454e-88,1.7373737373737375,0.20202020202020204
1.9595959595959598,low,1.4033988811407592e-89,1.7575757575757578,0.20202020202020204
1.97979797979798,low,3.159773201396156e-91,1.777777777777778,0.20202020202020204
2,low,6.944191027856634e-93,2,0
0,medium,0,-0.42424242424242425,0.42424242424242425
0.020202020202020204,medium,1.5616664451245142e-4,0.020202020202020204,0
0.04040404040404041,medium,2.3587442435692274e-4,0.04040404040404041,0
0.06060606060606061,medium,4.901613068903621e-4,0.06060606060606061,0
0.08080808080808081,medium,0.001015602185353371,0.08080808080808081,0
0.10101010101010102,medium,0.001963982712327786,0.10101010101010102,0
0.12121212121212122,medium,0.003587684017401636,0.12121212121212122,0
0.14141414141414144,medium,0.006214310672251672,0.14141414141414144,0
0.16161616161616163,medium,0.010203204114885537,0.16161616161616163,0
0.18181818181818182,medium,0.01588236108167531,0.18181818181818182,0
0.20202020202020204,medium,0.023447953657146487,0.20202020202020204,0
0.22222222222222224,medium,0.032849754510483,0.22222222222222224,0
0.24242424242424243,medium,0.04369897373408579,0.22222222222222224,0.020202020202020204
0.26262626262626265,medium,0.05523742360006947,0.22222222222222224,0.04040404040404041
0.2828282828282829,medium,0.06639782144678061,0.22222222222222227,0.06060606060606061
0.30303030303030304,medium,0.07595953858648237,0.2222222222222222,0.08080808080808081
0.32323232323232326,medium,0.08277064181200113,0.22222222222222224,0.10101010101010102
0.3434343434343435,medium,0.08597965222476399,0.24242424242424246,0.10101010101010102
0.36363636363636365,medium,0.0852116246608258,0.24242424242424243,0.12121212121212122
0.38383838383838387,medium,0.08063807387224578,0.26262626262626265,0.12121212121212122
0.4040404040404041,medium,0.07292356844579669,0.26262626262626265,0.14141414141414144
0.42424242424242425,medium,0.06307004763805948,0.26262626262626265,0.16161616161616163
0.4444444444444445,medium,0.05220820015548411,0.2828282828282829,0.16161616161616163
0.4646464646464647,medium,0.04139412643607853,0.2828282828282829,0.18181818181818182
0.48484848484848486,medium,0.031458519087995976,0.30303030303030304,0.18181818181818182
0.5050505050505051,medium,0.022932075659671973,0.30303030303030304,0.20202020202020204
0.5252525252525253,medium,0.016045411769377356,0.32323232323232326,0.20202020202020204
0.5454545454545455,medium,0.010783224122463289,0.3232323232323233,0.22222222222222224
0.5656565656565657,medium,0.006964912577978861,0.34343434343434354,0.22222222222222224
0.5858585858585859,medium,0.004326357023393656,0.36363636363636365,0.22222222222222224
0.6060606060606061,medium,0.0025860128467494305,0.36363636363636365,0.24242424242424243
0.6262626262626263,medium,0.0014883137711506845,0.38383838383838387,0.24242424242424243
0.6464646464646465,medium,8.252011760433556e-4,0.38383838383838387,0.26262626262626265
0.6666666666666667,medium,4.410269616103493e-4,0.4040404040404041,0.26262626262626265
0.686868686868687,medium,2.2732205227869517e-4,0.4242424242424243,0.26262626262626265
0.7070707070707072,medium,1.1306111795555232e-4,0.44444444444444453,0.26262626262626265
0.7272727272727273,medium,5.4287229709579283e-5,0.46464646464646464,0.26262626262626265
0.7474747474747475,medium,2.5177101482810792e-5,0.46464646464646464,0.2828282828282829
0.7676767676767677,medium,1.1283456608651646e-5,0.48484848484848486,0.2828282828282829
0.787878787878788,medium,4.888839183847986e-6,0.4848484848484849,0.30303030303030304
0.8080808080808082,medium,2.048752731030798e-6,0.5050505050505052,0.30303030303030304
0.8282828282828284,medium,8.307705651139266e-7,0.5252525252525253,0.30303030303030304
0.8484848484848485,medium,3.26108935895083e-7,0.5252525252525253,0.32323232323232326
0.8686868686868687,medium,1.2396856104417593e-7,0.5454545454545454,0.32323232323232326
0.888888888888889,medium,4.565622925275201e-8,0.5656565656565657,0.32323232323232326
0.9090909090909092,medium,1.6296555739381436e-8,0.5858585858585859,0.32323232323232326
0.9292929292929294,medium,5.639779420960762e-9,0.5858585858585859,0.3434343434343435
0.9494949494949496,medium,1.893031339398975e-9,0.6060606060606062,0.3434343434343435
0.9696969696969697,medium,6.16506447835893e-10,0.6262626262626263,0.3434343434343435
0.98989898989899,medium,1.9487329498283902e-10,0.6464646464646464,0.3434343434343435
1.0101010101010102,medium,5.9806561441839e-11,0.6666666666666667,0.3434343434343435
1.0303030303030305,medium,1.7826675394254e-11,0.6666666666666669,0.36363636363636365
1.0505050505050506,medium,5.162458284141065e-12,0.686868686868687,0.36363636363636365
1.0707070707070707,medium,1.4529265381107628e-12,0.7070707070707071,0.36363636363636365
1.090909090909091,medium,3.975251189635401e-13,0.7272727272727274,0.36363636363636365
1.1111111111111112,medium,1.057667201672735e-13,0.7272727272727273,0.38383838383838387
1.1313131313131315,medium,2.737308056005406e-14,0.7474747474747476,0.38383838383838387
1.1515151515151516,medium,6.8930613818385395e-15,0.7676767676767677,0.38383838383838387
1.1717171717171717,medium,1.6894106070116792e-15,0.7878787878787878,0.38383838383838387
1.191919191919192,medium,4.0309820326275825e-16,0.8080808080808082,0.38383838383838387
1.2121212121212122,medium,9.366004234716951e-17,0.8282828282828283,0.38383838383838387
1.2323232323232325,medium,2.1197191264813586e-17,0.8484848484848486,0.38383838383838387
1.2525252525252526,medium,4.674044657235003e-18,0.8686868686868687,0.38383838383838387
1.272727272727273,medium,1.0043973932154417e-18,0.8888888888888891,0.38383838383838387
1.292929292929293,medium,2.1038834469162985e-19,0.9090909090909092,0.38383838383838387
1.3131313131313131,medium,4.296788838111337e-20,0.9292929292929293,0.38383838383838387
1.3333333333333335,medium,8.5580171385268e-21,0.9292929292929294,0.4040404040404041
1.3535353535353536,medium,1.6626753095168435e-21,0.9494949494949495,0.4040404040404041
1.373737373737374,medium,3.151687027803542e-22,0.9696969696969698,0.4040404040404041
1.393939393939394,medium,5.830075019212097e-23,0.98989898989899,0.4040404040404041
1.4141414141414144,medium,1.0526710058691494e-23,1.0101010101010104,0.4040404040404041
1.4343434343434345,medium,1.855618485783463e-24,1.0303030303030303,0.4040404040404041
1.4545454545454546,medium,3.194113615193346e-25,1.0505050505050506,0.4040404040404041
1.474747474747475,medium,5.369872085646098e-26,1.0505050505050506,0.42424242424242425
1.494949494949495,medium,8.818889676896968e-27,1.0707070707070707,0.42424242424242425
1.5151515151515154,medium,1.4150866053439895e-27,1.090909090909091,0.42424242424242425
1.5353535353535355,medium,2.2189748014010918e-28,1.1111111111111112,0.42424242424242425
1.5555555555555556,medium,3.400959626122343e-29,1.1313131313131313,0.42424242424242425
1.575757575757576,medium,5.095752700357615e-30,1.1515151515151516,0.42424242424242425
1.595959595959596,medium,7.465339092189464e-31,1.1717171717171717,0.42424242424242425
1.6161616161616164,medium,1.0695479639416627e-31,1.191919191919192,0.42424242424242425
1.6363636363636365,medium,1.4987680501974464e-32,1.2121212121212122,0.42424242424242425
1.6565656565656568,medium,2.054587761940673e-33,1.2323232323232325,0.42424242424242425
1.676767676767677,medium,2.7557675557141724e-34,1.2525252525252526,0.42424242424242425
1.696969696969697,medium,3.6170830448483353e-35,1.2727272727272727,0.42424242424242425
1.7171717171717173,medium,4.6466688802082217e-36,1.292929292929293,0.42424242424242425
1.7373737373737375,medium,5.84333314199355e-37,1.3131313131313131,0.42424242424242425
1.7575757575757578,medium,7.194201520227063e-38,1.3333333333333335,0.42424242424242425
1.777777777777778,medium,8.673092943098815e-39,1.3535353535353536,0.42424242424242425
1.7979797979797982,medium,1.0240009612971854e-39,1.373737373737374,0.42424242424242425
1.8181818181818183,medium,1.18420344614815e-40,1.393939393939394,0.42424242424242425
1.8383838383838385,medium,1.341577098848208e-41,1.4141414141414141,0.42424242424242425
1.8585858585858588,medium,1.4891252596240774e-42,1.4343434343434345,0.42424242424242425
1.878787878787879,medium,1.6197022608257971e-43,1.4545454545454546,0.42424242424242425
1.8989898989898992,medium,1.7265882029827848e-44,1.474747474747475,0.42424242424242425
1.9191919191919193,medium,1.8040659732555295e-45,1.494949494949495,0.42424242424242425
1.9393939393939394,medium,1.847931030179471e-46,1.5151515151515151,0.42424242424242425
1.9595959595959598,medium,1.8558703116517984e-47,1.5353535353535355,0.42424242424242425
1.97979797979798,medium,1.8276626693934712e-48,1.5555555555555556,0.42424242424242425
2,medium,1.765176926602194e-49,1.5757575757575757,0.42424242424242425
0,high,0,-0.42424242424242425,0.42424242424242425
0.020202020202020204,high,2.2588048694814082e-5,0.020202020202020204,0
0.04040404040404041,high,2.4258872637440952e-5,0.04040404040404041,0
0.06060606060606061,high,4.021521268657902e-5,0.06060606060606061,0
0.08080808080808081,high,7.1832760013411e-5,0.08080808080808081,0
0.10101010101010102,high,1.2709109966223378e-4,0.10101010101010102,0
0.12121212121212122,high,2.2296009120233225e-4,0.12121212121212122,0
0.14141414141414144,high,3.864137228843793e-4,0.14141414141414144,0
0.16161616161616163,high,6.577965504371156e-4,0.16161616161616163,0
0.18181818181818182,high,0.0010955017845781915,0.18181818181818182,0
0.20202020202020204,high,0.0017798057009687984,0.18181818181818185,0.020202020202020204
0.22222222222222224,high,0.0028147858492784885,0.18181818181818182,0.04040404040404041
0.24242424242424243,high,0.004326679062141841,0.18181818181818182,0.06060606060606061
0.26262626262626265,high,0.0064567165181692535,0.18181818181818182,0.08080808080808081
0.2828282828282829,high,0.009346938279555964,0.18181818181818185,0.10101010101010102
0.30303030303030304,high,0.013118633937208472,0.18181818181818182,0.12121212121212122
0.32323232323232326,high,0.01784487024111866,0.18181818181818182,0.14141414141414144
0.3434343434343435,high,0.02352078443639889,0.18181818181818185,0.16161616161616163
0.36363636363636365,high,0.030037357593170354,0.18181818181818182,0.18181818181818182
0.38383838383838387,high,0.03716549220994706,0.20202020202020204,0.18181818181818182
0.4040404040404041,high,0.044556737351499016,0.20202020202020204,0.20202020202020204
0.42424242424242425,high,0.05176462358596309,0.20202020202020202,0.22222222222222224
0.4444444444444445,high,0.05828655291438474,0.22222222222222224,0.22222222222222224
0.4646464646464647,high,0.06362140800234088,0.22222222222222227,0.24242424242424243
0.48484848484848486,high,0.06733378113644731,0.24242424242424243,0.24242424242424243
0.5050505050505051,high,0.06911327375419976,0.24242424242424243,0.26262626262626265
0.5252525252525253,high,0.06881754677965655,0.26262626262626265,0.26262626262626265
0.5454545454545455,high,0.06649081196556444,0.2828282828282829,0.26262626262626265
0.5656565656565657,high,0.06235451157309507,0.2828282828282829,0.2828282828282829
0.5858585858585859,high,0.056772693739953216,0.2828282828282828,0.30303030303030304
0.6060606060606061,high,0.050199535924495005,0.30303030303030304,0.30303030303030304
0.6262626262626263,high,0.04311938992837851,0.30303030303030304,0.32323232323232326
0.6464646464646465,high,0.03599006852636287,0.32323232323232326,0.32323232323232326
0.6666666666666667,high,0.029198075047795247,0.3434343434343435,0.32323232323232326
0.686868686868687,high,0.023030907564303153,0.3434343434343435,0.3434343434343435
0.7070707070707072,high,0.0176675426714339,0.3636363636363637,0.3434343434343435
0.7272727272727273,high,0.013184735441617947,0.3838383838383838,0.3434343434343435
0.7474747474747475,high,0.009574530937883009,0.40404040404040403,0.3434343434343435
0.7676767676767677,high,0.00676758357008827,0.4040404040404041,0.36363636363636365
0.787878787878788,high,0.004657334736133105,0.4242424242424243,0.36363636363636365
0.8080808080808082,high,0.0031213682941125635,0.4242424242424243,0.38383838383838387
0.8282828282828284,high,0.002037842574844411,0.44444444444444453,0.38383838383838387
0.8484848484848485,high,0.0012963636915390205,0.46464646464646464,0.38383838383838387
0.8686868686868687,high,8.037564172626913e-4,0.48484848484848486,0.38383838383838387
0.888888888888889,high,4.8581659852275596e-4,0.5050505050505051,0.38383838383838387
0.9090909090909092,high,2.863371151771774e-4,0.5252525252525253,0.38383838383838387
0.9292929292929294,high,1.6460597840892082e-4,0.5252525252525253,0.4040404040404041
0.9494949494949496,high,9.231656923460549e-5,0.5454545454545455,0.4040404040404041
0.9696969696969697,high,5.052210153185069e-5,0.5656565656565656,0.4040404040404041
0.98989898989899,high,2.6986754342017557e-5,0.5858585858585859,0.4040404040404041
1.0101010101010102,high,1.407295862672522e-5,0.5858585858585859,0.42424242424242425
1.0303030303030305,high,7.1660843225924025e-6,0.6060606060606062,0.42424242424242425
1.0505050505050506,high,3.5639751142528315e-6,0.6262626262626263,0.42424242424242425
1.0707070707070707,high,1.7315555770423243e-6,0.6464646464646464,0.42424242424242425
1.090909090909091,high,8.220123031671072e-7,0.6666666666666667,0.42424242424242425
1.1111111111111112,high,3.813728122699849e-7,0.6868686868686869,0.42424242424242425
1.1313131313131315,high,1.729571222846356e-7,0.7070707070707072,0.42424242424242425
1.1515151515151516,high,7.668857173980691e-8,0.7272727272727273,0.42424242424242425
1.1717171717171717,high,3.325147432759131e-8,0.7474747474747474,0.42424242424242425
1.191919191919192,high,1.4101400241238615e-8,0.7676767676767677,0.42424242424242425
1.2121212121212122,high,5.850138261096659e-9,0.7878787878787878,0.42424242424242425
1.2323232323232325,high,2.3746660603336522e-9,0.8080808080808082,0.42424242424242425
1.2525252525252526,high,9.433002693021846e-10,0.8282828282828283,0.42424242424242425
1.272727272727273,high,3.66762879127004e-10,0.8484848484848486,0.42424242424242425
1.292929292929293,high,1.3959965441622693e-10,0.8686868686868687,0.42424242424242425
1.3131313131313131,high,5.20260664954998e-11,0.8888888888888888,0.42424242424242425
1.3333333333333335,high,1.8987510787621702e-11,0.9090909090909092,0.42424242424242425
1.3535353535353536,high,6.787296100007182e-12,0.9292929292929293,0.42424242424242425
1.373737373737374,high,2.376715729600281e-12,0.9494949494949496,0.42424242424242425
1.393939393939394,high,8.154136691920633e-13,0.9696969696969697,0.42424242424242425
1.4141414141414144,high,2.741361712154589e-13,0.9898989898989901,0.42424242424242425
1.4343434343434345,high,9.032507414716111e-14,1.0101010101010102,0.42424242424242425
1.4545454545454546,high,2.917216805634795e-14,1.0303030303030303,0.42424242424242425
1.474747474747475,high,9.236576549810477e-15,1.0505050505050506,0.42424242424242425
1.494949494949495,high,2.8674620721121024e-15,1.0707070707070707,0.42424242424242425
1.5151515151515154,high,8.729510522283712e-16,1.090909090909091,0.42424242424242425
1.5353535353535355,high,2.6064405299854687e-16,1.1111111111111112,0.42424242424242425
1.5555555555555556,high,7.633620795119339e-17,1.1313131313131313,0.42424242424242425
1.575757575757576,high,2.193291275563563e-17,1.1515151515151516,0.42424242424242425
1.595959595959596,high,6.183042132683322e-18,1.1717171717171717,0.42424242424242425
1.6161616161616164,high,1.710427165091849e-18,1.191919191919192,0.42424242424242425
1.6363636363636365,high,4.6436442312956995e-19,1.2121212121212122,0.42424242424242425
1.6565656565656568,high,1.2374281091937852e-19,1.2323232323232325,0.42424242424242425
1.676767676767677,high,3.236992364733333e-20,1.2525252525252526,0.42424242424242425
1.696969696969697,high,8.313373964547917e-21,1.2727272727272727,0.42424242424242425
1.7171717171717173,high,2.0964259803203452e-21,1.292929292929293,0.42424242424242425
1.7373737373737375,high,5.1915893335345e-22,1.3131313131313131,0.42424242424242425
1.7575757575757578,high,1.2626736733070033e-22,1.3333333333333335,0.42424242424242425
1.777777777777778,high,3.0164960166927533e-23,1.3535353535353536,0.42424242424242425
1.7979797979797982,high,7.079221621238939e-24,1.373737373737374,0.42424242424242425
1.8181818181818183,high,1.6322591976612438e-24,1.393939393939394,0.42424242424242425
1.8383838383838385,high,3.6979651258033535e-25,1.4141414141414141,0.42424242424242425
1.8585858585858588,high,8.23294559609271e-26,1.4343434343434345,0.42424242424242425
1.878787878787879,high,1.8014183276727125e-26,1.4545454545454546,0.42424242424242425
1.8989898989898992,high,3.8742570027693256e-27,1.474747474747475,0.42424242424242425
1.9191919191919193,high,8.19075408071246e-28,1.494949494949495,0.42424242424242425
1.9393939393939394,high,1.70242315538226e-28,1.5151515151515151,0.42424242424242425
1.9595959595959598,high,3.4790874454697826e-29,1.5353535353535355,0.42424242424242425
1.97979797979798,high,6.991379164608194e-30,1.5555555555555556,0.42424242424242425
2,high,1.3816721357900853e-30,1.5757575757575757,0.42424242424242425
0,uniform,0.01,0,0
0.020202020202020204,uniform,0.01,0.020202020202020204,0
0.04040404040404041,uniform,0.01,0.04040404040404041,0
0.06060606060606061,uniform,0.01,0.06060606060606061,0
0.08080808080808081,uniform,0.01,0.08080808080808081,0
0.10101010101010102,uniform,0.01,0.10101010101010102,0
0.12121212121212122,uniform,0.01,0.12121212121212122,0
0.14141414141414144,uniform,0.01,0.14141414141414144,0
0.16161616161616163,uniform,0.01,0.16161616161616163,0
0.18181818181818182,uniform,0.01,0.18181818181818182,0
0.20202020202020204,uniform,0.01,0.20202020202020204,0
0.22222222222222224,uniform,0.01,0.22222222222222224,0
0.24242424242424243,uniform,0.01,0.24242424242424243,0
0.26262626262626265,uniform,0.01,0.26262626262626265,0
0.2828282828282829,uniform,0.01,0.2828282828282829,0
0.30303030303030304,uniform,0.01,0.26262626262626265,0.04040404040404041
0.32323232323232326,uniform,0.01,0.26262626262626265,0.06060606060606061
0.3434343434343435,uniform,0.01,0.26262626262626265,0.08080808080808081
0.36363636363636365,uniform,0.01,0.26262626262626265,0.10101010101010102
0.38383838383838387,uniform,0.01,0.26262626262626265,0.12121212121212122
0.4040404040404041,uniform,0.01,0.26262626262626265,0.14141414141414144
0.42424242424242425,uniform,0.01,0.26262626262626265,0.16161616161616163
0.4444444444444445,uniform,0.01,0.26262626262626265,0.18181818181818182
0.4646464646464647,uniform,0.01,0.26262626262626265,0.20202020202020204
0.48484848484848486,uniform,0.01,0.26262626262626265,0.22222222222222224
0.5050505050505051,uniform,0.01,0.26262626262626265,0.24242424242424243
0.5252525252525253,uniform,0.01,0.26262626262626265,0.26262626262626265
0.5454545454545455,uniform,0.01,0.2828282828282829,0.26262626262626265
0.5656565656565657,uniform,0.01,0.2828282828282829,0.2828282828282829
0.5858585858585859,uniform,0.01,0.2828282828282828,0.30303030303030304
0.6060606060606061,uniform,0.01,0.30303030303030304,0.30303030303030304
0.6262626262626263,uniform,0.01,0.30303030303030304,0.32323232323232326
0.6464646464646465,uniform,0.01,0.32323232323232326,0.32323232323232326
0.6666666666666667,uniform,0.01,0.32323232323232326,0.3434343434343435
0.686868686868687,uniform,0.01,0.3434343434343435,0.3434343434343435
0.7070707070707072,uniform,0.01,0.34343434343434354,0.36363636363636365
0.7272727272727273,uniform,0.01,0.36363636363636365,0.36363636363636365
0.7474747474747475,uniform,0.01,0.36363636363636365,0.38383838383838387
0.7676767676767677,uniform,0.01,0.38383838383838387,0.38383838383838387
0.787878787878788,uniform,0.01,0.4040404040404041,0.38383838383838387
0.8080808080808082,uniform,0.01,0.4242424242424243,0.38383838383838387
0.8282828282828284,uniform,0.01,0.4242424242424243,0.4040404040404041
0.8484848484848485,uniform,0.01,0.4444444444444444,0.4040404040404041
0.8686868686868687,uniform,0.01,0.46464646464646464,0.4040404040404041
0.888888888888889,uniform,0.01,0.4646464646464647,0.42424242424242425
0.9090909090909092,uniform,0.01,0.4848484848484849,0.42424242424242425
0.9292929292929294,uniform,0.01,0.5050505050505052,0.42424242424242425
0.9494949494949496,uniform,0.01,0.5252525252525253,0.42424242424242425
0.9696969696969697,uniform,0.01,0.5454545454545454,0.42424242424242425
0.98989898989899,uniform,0.01,0.5656565656565657,0.42424242424242425
1.0101010101010102,uniform,0.01,0.5858585858585859,0.42424242424242425
1.0303030303030305,uniform,0.01,0.6060606060606062,0.42424242424242425
1.0505050505050506,uniform,0.01,0.6262626262626263,0.42424242424242425
1.0707070707070707,uniform,0.01,0.6464646464646464,0.42424242424242425
1.090909090909091,uniform,0.01,0.6666666666666667,0.42424242424242425
1.1111111111111112,uniform,0.01,0.6868686868686869,0.42424242424242425
1.1313131313131315,uniform,0.01,0.7070707070707072,0.42424242424242425
1.1515151515151516,uniform,0.01,0.7272727272727273,0.42424242424242425
1.1717171717171717,uniform,0.01,0.7474747474747474,0.42424242424242425
1.191919191919192,uniform,0.01,0.7676767676767677,0.42424242424242425
1.2121212121212122,uniform,0.01,0.7878787878787878,0.42424242424242425
1.2323232323232325,uniform,0.01,0.8080808080808082,0.42424242424242425
1.2525252525252526,uniform,0.01,0.8282828282828283,0.42424242424242425
1.272727272727273,uniform,0.01,0.8484848484848486,0.42424242424242425
1.292929292929293,uniform,0.01,0.8686868686868687,0.42424242424242425
1.3131313131313131,uniform,0.01,0.8888888888888888,0.42424242424242425
1.3333333333333335,uniform,0.01,0.9090909090909092,0.42424242424242425
1.3535353535353536,uniform,0.01,0.9292929292929293,0.42424242424242425
1.373737373737374,uniform,0.01,0.9494949494949496,0.42424242424242425
1.393939393939394,uniform,0.01,0.9696969696969697,0.42424242424242425
